symbol,volatility,trend_strength,noise,MA_Type,MA_Pair,Return,Volatility,WinRate,Sharpe,MaxDrawdown,Trades
LTF.NS,1.73,13.35,54.92,EMA,12/26,4.27496987297229,5.022410244471789,0.6666666666666666,-0.2905297011799221,-1.3738060970823085,3
LTTS.NS,2.2,11.47,63.62,EMA,12/26,-14.41853697269968,6.348290672518788,0.0,-2.7905705042393403,-10.454195485065554,6
LICHSGFIN.NS,1.83,1.86,93.58,SMA,10/20,-2.8612217081011915,9.28781209664108,0.3333333333333333,-0.37464554405288036,-7.165746575381037,6
LTFOODS.NS,2.39,5.31,85.66,SMA,10/20,-8.019511603643448,7.653447749616271,0.3333333333333333,-1.5719852746084886,-10.601111173863398,6
LTIM.NS,2.55,7.88,78.33,SMA,10/20,8.078373579331256,6.601526670999999,0.6666666666666666,-0.06664755740363479,-2.4088418666162847,3
LT.NS,1.77,1.07,95.76,SMA,12/26,-1.3953664598886362,7.001059566583287,0.4,-0.8899706388196991,-4.598995096152136,5
LATENTVIEW.NS,2.98,0.01,99.97,SMA,12/26,-7.438534340687042,7.788884199707965,0.2,-1.7200479876065684,-9.363430481008573,5
LAURUSLABS.NS,2.2,12.23,69.03,EMA,10/20,11.792062905460355,5.5832545825773225,0.8,0.4960501216619128,-2.338816558821233,5
THELEELA.NS,2.26,0.74,97.89,SMA,20/50,3.2943490417117083,6.565391142455709,0.6666666666666666,-0.6991087060254819,-4.937853107344658,3
LEMONTREE.NS,2.23,14.97,61.06,EMA,20/50,-4.216458956081026,6.57129046524335,0.2,-1.3425194712647044,-4.606181832521516,5
LICI.NS,1.18,5.21,71.17,EMA,50/100,2.9384018477477847,2.6776921290406195,0.5,-1.9841734103950237,-1.6436242805435208,2
LINDEINDIA.NS,1.48,0.05,99.77,SMA,12/26,-3.4516752017884955,6.712697853116399,0.4,-1.1759270335390375,-5.907939814479024,5
LLOYDSME.NS,1.93,17.81,52.25,EMA,12/26,13.042893267640142,8.824762395935226,0.8,0.8138372019045302,-4.02555406907803,5
LODHA.NS,3.0,14.16,70.54,EMA,50/200,1.5067106395182162,4.161995892844821,1.0,-1.2733901850149656,-2.939521800281286,1
LUPIN.NS,1.06,0.39,97.66,SMA,10/20,-5.019802710516597,7.449058869101085,0.3333333333333333,-0.9902548740221704,-6.476605114359568,6
MMTC.NS,4.04,6.83,87.48,SMA,10/20,-11.65835948203835,8.12063189195426,0.16666666666666666,-2.128572720014653,-11.78440864007374,6
MRF.NS,2.53,0.44,98.72,SMA,20/50,6.5323351628644,4.408469765384925,1.0,0.2572429698809637,-1.2194313738485008,2
MGL.NS,2.45,8.88,72.58,EMA,10/20,-18.900852325545625,8.911226719267667,0.125,-1.982037782524343,-12.833109932957088,8
MAHSCOOTER.NS,2.59,7.26,81.41,SMA,10/20,-6.492573737247231,4.92658387597029,0.14285714285714285,-2.0697045322960856,-6.114550000443986,7
MAHSEAMLES.NS,1.33,7.51,64.71,EMA,10/20,1.0173694588912596,9.494993880433581,0.6,-0.3230155185327287,-5.866040292204399,10
M&MFIN.NS,1.97,9.17,72.41,EMA,20/50,-1.7560932159076614,4.627977828990987,0.2,-1.57541843063601,-5.2794803662330025,5
M&M.NS,1.68,2.7,88.88,SMA,12/26,0.17021723585821658,4.943844542105555,0.2,-1.7706058913644414,-5.67055726013288,5
MANAPPURAM.NS,3.22,5.26,89.08,SMA,10/20,3.2236156323347753,9.464063304472507,0.5,-0.07476843569659765,-4.69075747046559,8
MRPL.NS,4.95,18.81,75.17,SMA,12/26,9.515913887812456,17.644697529984967,0.3333333333333333,0.2015148595765601,-9.62244802038894,6
MANKIND.NS,1.81,5.98,80.85,SMA,10/20,0.6919684221981193,6.668746626966862,0.6,0.5088127863664871,-1.4836112708453086,5
MARICO.NS,0.99,0.09,99.4,SMA,10/20,0.9990126773315788,7.516566741103237,0.6,-0.3716725354946781,-4.788370446048651,5
MARUTI.NS,1.62,9.11,68.16,EMA,10/20,0.8597936642726678,5.487067554310213,0.4,-1.0249239890310762,-5.027947803853483,5
MFSL.NS,1.44,1.47,93.44,SMA,10/20,8.322445823090629,7.24711405618034,0.75,-0.01024179298642011,-4.74772927651721,4
MAXHEALTH.NS,1.22,8.8,60.52,EMA,50/100,4.408245981830916,5.739371956446283,1.0,-0.336869489245171,-4.409141109506399,1
MAZDOCK.NS,2.79,3.47,90.59,SMA,10/20,-7.460416344091081,6.737289539894639,0.2,-1.4224365856682901,-5.33605007493213,5
METROPOLIS.NS,1.88,3.46,87.28,SMA,10/20,-6.205249853824624,5.789926551380133,0.2,-1.8062900170408247,-7.2782256487895385,5
MINDACORP.NS,2.46,6.53,81.25,SMA,10/20,3.1628544080507526,6.703807450566704,0.6,-0.06866650778225597,-2.7298430340255475,5
MSUMI.NS,2.28,16.39,62.39,EMA,12/26,10.30104451284144,7.921092526727098,0.6,0.1524223905379026,-2.873924900356628,5
MOTILALOFS.NS,3.31,12.92,76.07,SMA,10/20,3.320371887319551,10.803816578596393,0.42857142857142855,0.14131533656064316,-5.450394379177159,7
MPHASIS.NS,1.95,8.02,73.71,EMA,20/50,-3.128137165194167,9.08770652009935,0.2,-1.1594191549851642,-5.5796316359696725,5
MCX.NS,4.66,8.64,88.31,SMA,10/20,6.51763138117889,5.950481777692589,0.6,-0.048365897805439574,-2.6212525506200346,5
MUTHOOTFIN.NS,3.17,3.06,93.1,SMA,10/20,4.823149372886926,8.263616587470823,0.4,-0.5983022723132845,-5.40819204678794,5
NATCOPHARM.NS,2.24,9.07,76.94,SMA,10/20,-7.61000271435689,8.391731538868962,0.14285714285714285,-1.4171643747048914,-6.836199878534366,7
NBCC.NS,2.51,9.98,77.37,SMA,10/20,8.08144809029776,8.676086316693905,0.6,0.7350244742488292,-4.347451048046247,5
NCC.NS,2.12,6.96,77.88,SMA,10/20,1.2508762928343131,8.839454349945083,0.4,-0.5144139630035411,-5.505801515992436,5
NHPC.NS,1.78,3.64,86.3,SMA,12/26,2.632775201321569,5.008840397979192,0.6,-0.5036750162435207,-2.654158563093456,5
NLCINDIA.NS,2.49,8.13,79.16,SMA,10/20,2.312314822219852,6.167526660903292,0.6,-0.35085821021297187,-2.5043769505975644,5
NMDC.NS,2.44,4.47,88.55,SMA,12/26,13.746300697164294,9.775807157549995,0.8333333333333334,1.0200120169725548,-4.018548693109569,6
NSLNISP.NS,2.84,6.15,86.85,SMA,10/20,2.2519813424541235,6.924631210403377,0.5,-0.2477478921287942,-6.154496997593418,6
NTPCGREEN.NS,2.06,11.28,62.0,EMA,10/20,-6.56505087668422,8.17552569352997,0.25,-1.4683567926254315,-5.752319984469656,8
NTPC.NS,1.81,8.65,70.3,EMA,12/26,-7.0704474955163406,8.306872039980188,0.16666666666666666,-1.4139542246728403,-9.4193259543066,6
NH.NS,1.69,7.2,76.51,SMA,10/20,-0.8607785503376819,6.6145475424168225,0.4,-0.5908702519031527,-3.888940824530218,5
NATIONALUM.NS,4.27,1.9,97.17,SMA,10/20,-6.401455831752944,5.3028141052050515,0.2,-1.816317202021371,-5.388018843255249,5
NAVA.NS,2.82,5.36,88.56,SMA,10/20,3.6580915561325034,8.135256705433004,0.4,-0.2255362261745326,-4.232160326458867,5
NAVINFLUOR.NS,2.23,12.62,64.46,EMA,12/26,9.937666930384026,6.894754690715738,0.8,-0.003354923846595822,-4.020052058228085,5
NESTLEIND.NS,1.48,0.32,98.42,SMA,10/20,5.59678044589389,7.611703042183837,0.5,0.297383851482804,-2.9284136673725314,6
NETWEB.NS,3.45,2.46,95.66,SMA,10/20,-8.586670089765846,4.911513433810558,0.3333333333333333,-3.7029962017497895,-10.716380392495973,6
NEULANDLAB.NS,2.65,12.79,72.29,EMA,12/26,-2.9360221012578624,6.399918918071079,0.6,-0.6509363840696738,-4.381453176228057,5
NEWGEN.NS,3.38,33.07,33.01,EMA,10/20,-12.689661849417321,7.542108378295516,0.2857142857142857,-3.4251834679684703,-17.600593359581428,7
NAM-INDIA.NS,2.34,4.13,89.58,SMA,10/20,-2.3613259179095514,5.614166831083913,0.3333333333333333,-1.2236801855513746,-4.143892675018545,6
NIVABUPA.NS,1.44,6.04,70.69,EMA,10/20,-3.6100891217295095,10.11638614593149,0.2857142857142857,-0.5172251594752785,-6.475906024748168,7
NUVAMA.NS,2.91,14.05,68.89,EMA,12/26,10.554474542475202,8.37749439745297,0.5714285714285714,0.4880431083288302,-3.2315581798353143,7
NUVOCO.NS,1.69,4.49,78.91,SMA,10/20,1.5555102359943174,3.8794258547540075,0.5,-1.4058275419322672,-2.0565552699228773,2
OBEROIRLTY.NS,2.09,15.29,48.73,EMA,10/20,1.0926063846782963,8.588148755262004,0.42857142857142855,-0.5057823305499424,-4.735632183908056,7
ONGC.NS,2.71,14.89,61.0,EMA,20/50,3.2864415256079305,6.579438793541943,0.6,-0.39264452399965605,-4.810238305383918,5
OIL.NS,3.24,15.1,69.95,EMA,20/50,0.13677773384659364,7.987152105347513,0.4,-0.20303707449439562,-5.75142855648243,5
OLAELEC.NS,3.21,27.57,44.63,EMA,10/20,13.441552125631006,19.152512129459893,0.3333333333333333,0.4608303891195806,-2.7397260273972712,3
OLECTRA.NS,3.06,13.15,69.64,EMA,12/26,2.5527803710592156,4.482590288455049,0.6,-0.9004614736993475,-2.7819863390824318,5
PAYTM.NS,2.99,7.85,81.87,SMA,12/26,5.878059487659493,8.628836160043175,0.5,0.07490755579224485,-4.5314119462473545,6
ONESOURCE.NS,5.12,34.64,45.17,EMA,10/20,0.4486165235952244,6.777170108820883,0.42857142857142855,-1.3434312884690394,-5.308573905815528,7
OFSS.NS,2.13,4.39,85.53,SMA,10/20,-3.371826232670738,7.161620621610915,0.16666666666666666,-0.5592448033717552,-3.2741387141965173,6
POLICYBZR.NS,1.85,11.78,63.41,EMA,12/26,-5.504662525481208,8.166969240873499,0.4,-1.0977984903662932,-6.05682172962847,5
PCBL.NS,2.29,10.22,72.18,EMA,10/20,3.3628716190306607,8.510366229281255,0.4,-0.28920603285257007,-5.645088106476869,5
PGEL.NS,2.62,10.75,74.38,EMA,20/50,6.759062684372608,6.449681058530064,0.6666666666666666,-1.1788660206096593,-5.534411671424033,6
PIIND.NS,1.49,2.25,90.64,SMA,10/20,3.9291418502749753,5.501621460011347,0.6,-0.6274082044164195,-4.330481098559313,5
PNBHOUSING.NS,2.29,19.87,39.62,EMA,10/20,2.4745360182436116,7.922640166885528,0.42857142857142855,-0.03635392549746405,-3.00846694289324,7
PTCIL.NS,1.27,0.19,98.96,SMA,10/20,11.506208378733994,9.513957543431061,0.8,0.6124696370810377,-2.767874815074167,5
PVRINOX.NS,2.65,0.21,99.54,SMA,12/26,5.058534834561601,6.1565010117460615,0.6,-0.0032719802366379435,-2.7889751751717706,5
PAGEIND.NS,1.58,3.73,82.22,SMA,50/100,0.31475409836065893,2.2596889581362767,1.0,-2.668541941842276,-2.113754722761152,1
PATANJALI.NS,1.63,13.41,42.84,EMA,10/20,-0.036799599999937094,8.902628552251599,0.3333333333333333,-0.02281617913822029,-3.3784170728361818,6
PERSISTENT.NS,1.8,8.8,68.6,EMA,10/20,-8.414333025312803,8.418232578230453,0.2857142857142857,-1.7279263518641423,-9.413285194139576,7
PETRONET.NS,1.88,2.92,89.63,SMA,12/26,-3.4368572520848573,6.246968923190153,0.4,-0.9128559725909015,-6.179682497550343,5
PFIZER.NS,1.41,6.56,72.76,EMA,12/26,6.295003574749702,4.983021332697725,0.75,-0.07586618150098867,-1.2473238387787244,4
PHOENIXLTD.NS,1.59,8.88,66.43,EMA,12/26,-2.9289664742408905,7.229177873816058,0.16666666666666666,-1.3407403782315441,-8.095157588531986,6
PIDILITIND.NS,1.3,0.32,98.38,SMA,12/26,-4.421727193770664,6.294770641422999,0.4,-1.5525195827457892,-6.767564263281722,5
PPLPHARMA.NS,1.78,13.31,52.28,EMA,20/50,-3.0866829921951444,4.665999055473945,0.2,-1.8481243683338413,-5.620445154723597,5
POLYMED.NS,2.02,15.87,55.42,EMA,10/20,-3.7248876314777357,7.45096454252689,0.3333333333333333,-1.0129737871486544,-5.746811017044839,6
POLYCAB.NS,2.82,0.8,98.18,SMA,10/20,-9.08039067751768,7.950998666373568,0.3333333333333333,-0.7685409193164898,-4.396332327152452,6
POONAWALLA.NS,2.52,18.73,55.05,EMA,10/20,3.1404572054886337,8.618967312943692,0.4,-0.17994804445887455,-4.044704630122398,5
PFC.NS,2.33,16.8,53.05,EMA,20/50,-12.212316380449584,7.364860858663123,0.0,-2.307979414264021,-9.880645253840703,6
POWERGRID.NS,2.27,13.47,53.0,EMA,50/200,-3.7314138523463547,5.931110374806105,0.2,-1.2883914650225325,-4.572268053912943,5
PRAJIND.NS,2.24,12.97,67.18,EMA,10/20,-4.873874331640671,5.830195093606262,0.16666666666666666,-1.2543731887356977,-5.503551010375873,6
PREMIERENE.NS,3.56,6.8,87.87,SMA,10/20,-7.10686712523586,8.049630620870788,0.16666666666666666,-0.602942397170522,-5.204028423376905,6
PRESTIGE.NS,2.2,11.03,69.88,EMA,10/20,4.210490068653994,5.507249049485654,0.6666666666666666,-0.26222782159094854,-2.1506393812689817,3
PGHH.NS,1.09,9.02,51.17,EMA,10/20,-4.777240376247072,7.179356127218119,0.375,-1.4942853835083618,-5.500479039510964,8
PNB.NS,1.95,0.04,99.86,SMA,10/20,6.215635836200839,8.178070591757052,0.8,0.23359838268946095,-5.766665643051761,5
RRKABEL.NS,1.95,11.79,60.55,EMA,20/50,8.893769535308472,6.013096244158098,1.0,0.117463344062815,0.0,2
RBLBANK.NS,2.38,1.24,96.39,SMA,10/20,2.353182948905297,9.073176405436055,0.6,-0.3252019731526624,-4.202898550724676,5
RECLTD.NS,1.98,2.45,92.4,SMA,10/20,0.41642324404511655,8.50661867240482,0.375,0.013152689699177905,-5.552420396821612,8
RHIM.NS,3.19,10.32,80.76,SMA,12/26,-7.909954407883868,4.906273431948114,0.3333333333333333,-1.815768469986419,-5.579507160347674,6
RITES.NS,1.94,9.81,68.48,EMA,12/26,0.4880863909336064,8.186906592480284,0.4,-0.18621312064814244,-3.392657212459227,5
RADICO.NS,3.13,11.32,77.98,SMA,10/20,0.5443366268210292,6.451605475079031,0.3333333333333333,-1.2583444539990671,-5.934635219702933,6
RVNL.NS,2.48,10.58,71.35,EMA,10/20,6.668220734007946,9.735149170559355,0.6666666666666666,0.47491786076924025,-2.9829197829607024,6
RAILTEL.NS,2.75,9.01,79.6,SMA,10/20,9.14067389209572,9.199982257265988,0.6666666666666666,0.547766798060884,-1.2671755725190748,3
RAINBOW.NS,1.35,12.6,35.89,EMA,12/26,-4.398092629557626,9.386065510473006,0.4,-0.40312295156559075,-4.2357213497728585,5
RKFORGE.NS,1.66,3.38,87.23,SMA,10/20,-13.209406599094253,5.1176599796602895,0.0,-3.502496939472403,-10.496854312341242,5
RCF.NS,1.89,8.38,73.56,EMA,12/26,-11.209557453420294,6.668888497243611,0.3333333333333333,-1.7672314572187928,-6.878462188191303,9
REDINGTON.NS,2.17,3.47,90.26,SMA,10/20,2.925056343814303,6.522307031198079,0.6,-0.36698604293551806,-2.398324242983807,5
RELIANCE.NS,1.72,1.66,93.37,SMA,10/20,8.454629737655829,9.229699173659188,0.5714285714285714,0.7963042361712911,-4.10887074382048,7
RPOWER.NS,2.82,25.19,48.41,EMA,10/20,-5.585281870441239,9.578628967180668,0.4,-0.6889407523742151,-7.367178711711864,5
SBFC.NS,3.46,15.52,67.15,EMA,10/20,1.979032487720822,10.469924305803914,0.5714285714285714,-0.31759909368322026,-5.825357498943207,7
SBICARD.NS,1.58,12.38,53.67,EMA,10/20,-3.506335651552228,4.104032864331651,0.4,-1.8575463119446487,-3.1622768473158036,5
SBILIFE.NS,1.23,3.54,82.81,SMA,10/20,-2.7889975777493192,6.139200122983579,0.2857142857142857,-2.1305806496539867,-8.250973804110862,7
SJVN.NS,2.58,19.43,57.4,EMA,10/20,-6.243166677681156,7.779300847857844,0.16666666666666666,-1.1207203647500643,-5.293782087849397,6
SKFINDIA.NS,1.26,8.82,58.19,EMA,50/100,3.7295999110185774,2.52331792926464,0.5,-2.451999587762511,-2.0443352809100257,2
SRF.NS,2.61,4.02,88.25,SMA,10/20,-1.7306340030264877,7.440753482840566,0.3333333333333333,-0.5978718317110039,-7.003693421149803,6
SAGILITY.NS,2.08,6.23,80.96,SMA,10/20,7.346132144002815,7.3289891414156525,0.5,-0.23341015300512022,-3.5820895522387985,8
SAILIFE.NS,2.54,12.07,72.15,EMA,10/20,1.1914367979082963,10.382373532201541,0.5,0.11619057411554864,-7.332637049890378,8
SAMMAANCAP.NS,2.14,3.14,90.59,SMA,10/20,0.8504756131991309,11.583824216201414,0.3333333333333333,0.20653491461364634,-2.414138046015324,6
SAPPHIRE.NS,2.81,20.27,59.84,EMA,12/26,-8.1745075805712,7.944276089869766,0.16666666666666666,-1.6941718643795531,-6.672364678419651,6
SARDAEN.NS,2.38,5.72,85.32,SMA,50/100,0.6906808832172207,3.179546734970426,1.0,-1.5156522038178537,-2.4101409390376194,1
SAREGAMA.NS,2.92,11.1,76.32,SMA,10/20,0.2938091715331659,3.639771452555194,0.5,-1.1719495393119115,-2.9687919163015164,4
SCHAEFFLER.NS,1.4,4.23,79.72,SMA,12/26,2.598988426583726,6.030749024864096,0.4,0.024003302631034517,-4.25386806005732,5
SCHNEIDER.NS,3.92,0.68,98.75,SMA,10/20,11.080718097393527,8.400050091109366,0.8,0.29660183801775114,-4.978267733572839,5
SCI.NS,2.63,5.68,86.45,SMA,10/20,10.275679027114126,14.861579235090533,0.42857142857142855,0.2893688653822664,-5.627616695859105,7
SHREECEM.NS,1.1,1.41,92.38,SMA,10/20,0.5433392772619783,8.117773879739797,0.4,-1.023037510718654,-7.59450593081602,5
SHRIRAMFIN.NS,1.71,2.78,88.77,SMA,10/20,-7.939561817789276,7.828124010779476,0.16666666666666666,-1.3605401890797715,-10.107462833460012,6
SHYAMMETL.NS,2.25,1.27,96.47,SMA,12/26,-1.1218742829381179,8.064652319740063,0.4,-0.9936822725675921,-8.981259128396267,5
ENRIN.NS,2.98,4.9,88.95,SMA,20/50,3.699999999999992,4.421250878668015,1.0,-0.24443041853642594,0.0,1
SIEMENS.NS,2.46,4.35,89.23,SMA,20/50,5.813786653930841,3.81887537159507,1.0,-0.5247605504389373,-1.0884758364312352,3
SIGNATURE.NS,3.43,21.08,54.73,EMA,10/20,-8.184985728802442,7.272761717896774,0.125,-1.9156228270472395,-7.31738244822846,8
SOBHA.NS,3.15,9.84,79.05,SMA,10/20,6.0051373335325176,9.21458949590742,0.6,0.43736370555709236,-4.271773154115288,5
SOLARINDS.NS,3.0,1.46,96.66,SMA,10/20,2.0866633520982614,3.957275930384795,0.5,-0.8567564835797208,-1.9838335748948777,4
SONACOMS.NS,2.41,3.76,87.92,SMA,10/20,-3.1297187292462003,9.973943497151456,0.3333333333333333,-0.7392431829068804,-8.436099707617794,6
SONATSOFTW.NS,2.28,13.95,63.3,EMA,10/20,-10.029420056771244,15.484627596558093,0.5,0.3934660791077192,-5.673283261802586,6
STARHEALTH.NS,1.66,2.04,91.38,SMA,10/20,4.310959837434436,5.333454961331581,0.6,-0.8620062825697278,-3.1067086897793694,5
SBIN.NS,1.81,6.59,74.14,EMA,50/100,3.8095890410958955,2.6992068398747957,1.0,-3.490242920704063,-2.6776988728907547,1
SAIL.NS,2.28,10.19,72.41,EMA,12/26,8.435051403977178,12.729940375199483,0.6666666666666666,0.5659384885385618,-9.82344716708562,9
SUMICHEM.NS,2.32,13.73,63.19,EMA,10/20,2.2693089000957123,5.534072481107984,0.6,0.23388181482402282,-2.199773413897288,5
SUNPHARMA.NS,1.66,2.01,91.15,SMA,10/20,-2.8412647144202663,7.788507729437912,0.4,-0.4452367153709726,-5.03389619867427,5
SUNTV.NS,1.92,3.57,86.78,SMA,10/20,-1.3796988781825004,6.486483196521196,0.4,-1.3519900321285263,-5.183515545737782,5
SUNDARMFIN.NS,2.7,0.09,99.73,SMA,12/26,-1.6166291633376129,8.806937987041465,0.6666666666666666,-0.5335567596711579,-8.308155611845514,6
SUNDRMFAST.NS,1.86,0.08,99.67,SMA,20/50,1.3158715730747117,5.679240375057367,0.5,-0.37832209288006813,-3.2600454890068242,2
SUPREMEIND.NS,1.7,0.18,99.27,SMA,20/50,1.6340890486203463,6.293203804142541,0.3333333333333333,-0.4257384981657163,-4.99051849246902,3
SUZLON.NS,2.15,12.45,64.8,EMA,10/20,9.231399504317528,7.373027821121539,0.5,0.3409932260764132,-2.721712444790614,6
SWANCORP.NS,2.57,12.69,68.2,EMA,50/100,-5.989820330366447,4.413285335108226,0.2,-2.5699201038701807,-5.12540762804562,5
SWIGGY.NS,2.36,19.03,54.59,EMA,50/200,5.6553349875930525,4.623584472552212,1.0,-0.32864564616340164,-1.859246318941854,1
SYNGENE.NS,2.86,28.59,31.01,EMA,10/20,-4.957807819871163,6.82796221215016,0.25,-1.5030552484353081,-7.505088153800177,8
SYRMA.NS,3.3,2.55,93.8,SMA,10/20,4.5194217440979845,9.64392731628787,0.5555555555555556,-0.05962596472062052,-6.231600962703654,9
TBOTEK.NS,1.78,15.17,52.09,EMA,10/20,-1.7072550270655351,8.116917825922341,0.3333333333333333,-0.6525094442479636,-6.424686697765325,6
TVSMOTOR.NS,1.63,0.02,99.92,SMA,10/20,21.12828522140584,8.238577366828496,0.8333333333333334,1.4317904765199159,-2.138556678562642,6
TATACHEM.NS,2.26,5.76,83.64,SMA,12/26,1.5293508053321858,5.801503825850574,0.75,-0.988247828947783,-3.883345334842103,4
TATACOMM.NS,2.01,10.85,62.96,EMA,10/20,11.665334468327003,5.790962153883676,0.6666666666666666,0.3879719088170148,-2.104869846805324,6
TCS.NS,2.0,8.3,69.35,EMA,10/20,-1.6256294605496824,6.265946983307666,0.4,-1.386242554325867,-6.862606871120491,5
TATACONSUM.NS,2.24,1.41,96.02,SMA,10/20,4.408976498541706,9.288865463122614,0.6,-0.3370914401368014,-4.040903842982003,5
TATAELXSI.NS,1.9,8.65,68.94,EMA,10/20,-12.92304767755933,6.2069355489225995,0.0,-3.2314278928185876,-12.491016032608815,6
TATAINVEST.NS,1.58,13.77,49.93,EMA,12/26,-4.804021307551576,3.7047631838354347,0.4,-3.120957970689257,-4.700287170217998,5
TMPV.NS,1.92,2.85,89.98,SMA,10/20,-2.7910567006063203,7.754240099432123,0.4,-0.9850481568002675,-7.480773380117601,5
TATAPOWER.NS,1.82,0.32,98.94,SMA,12/26,-0.45986619137246,8.7371995064189,0.2,-0.6037067917886824,-6.8835797238918754,5
TATASTEEL.NS,2.35,10.46,72.24,EMA,12/26,-1.059989921938076,11.367853225133906,0.5,-0.16749157607487247,-6.5484735533076215,6
TATATECH.NS,1.84,0.8,97.15,SMA,10/20,-7.637843649505916,7.445860156407877,0.14285714285714285,-0.9320735035602914,-6.6342219840008205,7
TTML.NS,2.45,11.14,71.33,EMA,12/26,6.698910115436418,11.313506011685925,0.5,0.21956061791686585,-2.0203371688520044,2
TECHM.NS,2.04,2.38,91.81,SMA,10/20,3.6498619560348944,8.003560327554407,0.5714285714285714,0.13364310218498365,-8.127618726551965,7
TECHNOE.NS,2.08,9.09,74.48,EMA,10/20,3.2962550218239572,3.9658040917893524,0.75,-1.0136979401479793,-2.404771065794531,4
TEJASNET.NS,4.81,26.98,61.34,EMA,12/26,7.06848748510156,9.562805972605812,0.3333333333333333,-0.1323044904853123,-2.5082767521463434,3
NIACL.NS,1.43,5.17,76.73,SMA,20/50,3.1836765688628255,1.6576596002371196,1.0,-3.9376432458971578,-1.2166205140876296,2
RAMCOCEM.NS,1.65,6.13,77.11,SMA,10/20,-5.3413131184710805,5.974578972038291,0.42857142857142855,-1.4303125445837461,-7.841543411645279,7
THERMAX.NS,1.48,7.85,65.49,EMA,10/20,2.772081392952397,10.533343088260052,0.5,0.09798361960648791,-5.28573785820361,6
TIMKEN.NS,1.41,1.88,91.11,SMA,10/20,5.334944863108881,7.1510909885141665,0.5,-0.21850672580498257,-4.090330788804087,6
TITAGARH.NS,2.23,10.52,71.68,EMA,10/20,9.857375123603273,15.618711343055342,0.4444444444444444,0.2783147625103367,-6.111543450064838,9
TITAN.NS,1.17,1.45,92.19,SMA,10/20,14.099547134872893,5.632441958078425,0.6666666666666666,1.878985637518479,-1.1299892125134825,6
TORNTPHARM.NS,1.29,0.62,97.1,SMA,10/20,-2.7497577066189605,6.111912246428875,0.42857142857142855,-1.5699893835501724,-10.08248934357534,7
TORNTPOWER.NS,2.56,8.15,80.31,SMA,10/20,-1.5631990928540396,6.714889573740834,0.2,-0.6961674770152699,-6.063786549189809,5
TARIL.NS,3.1,29.26,48.85,EMA,20/50,0.8536047514092315,8.689762646092554,0.4,0.14763622662269876,-3.957933124986135,5
TRENT.NS,2.06,3.55,89.18,SMA,10/20,4.435384665611797,7.800099554975805,0.75,-0.18747993900096072,-5.13680014495379,4
TRIDENT.NS,2.31,4.3,87.26,SMA,10/20,-5.312555503787553,4.865906705131039,0.16666666666666666,-2.018612620832088,-6.611588765063425,6
TRIVENI.NS,2.79,4.22,90.14,SMA,12/26,16.580396184565593,8.124692942048366,0.8,0.8998992395452585,-1.7041486241095027,5
TRITURBINE.NS,1.88,6.26,77.87,SMA,10/20,-10.148172102557474,7.613536331782576,0.16666666666666666,-1.692080301660387,-8.816691386338393,6
TIINDIA.NS,1.83,8.47,72.98,EMA,20/50,7.618373881295626,4.9920983623581225,1.0,-0.12440530472752066,-0.7391726818434141,2
UCOBANK.NS,1.41,5.45,76.35,SMA,12/26,-0.8801658150124791,4.584784200604738,0.4,-1.4407905885763095,-3.398452467933477,5
UNOMINDA.NS,2.27,11.85,68.67,EMA,10/20,8.754478107756537,8.127735949236744,0.6666666666666666,0.2597520584012435,-5.572941387676156,6
UPL.NS,3.27,3.94,91.27,SMA,10/20,1.1972119218709443,8.475519153813796,0.6666666666666666,-0.31269796864289123,-4.574818872472008,6
UTIAMC.NS,2.11,12.36,63.58,EMA,12/26,-2.9853646584060534,6.864280680111926,0.3333333333333333,-0.6698565856893417,-6.055083266179984,6
ULTRACEMCO.NS,1.38,6.58,70.9,EMA,12/26,-3.9573016642388326,7.116577237848844,0.2,-0.43475549137448444,-6.555554305379541,5
UNIONBANK.NS,2.88,5.4,87.2,SMA,12/26,7.417762807781325,7.579131744579894,0.6,0.0013105810627840981,-4.816494723097509,5
UBL.NS,1.63,1.42,93.88,SMA,50/100,0.0,0.0,0.0,0.0,0.0,0
UNITDSPR.NS,1.24,2.11,89.25,SMA,50/200,0.21385320463858104,2.077254458690244,1.0,-3.1501254487846055,-1.3663476210292735,1
USHAMART.NS,1.32,12.91,45.7,EMA,10/20,7.042822481746636,9.09025048574856,0.5,0.38050509651848585,-3.4478500362750353,6
VGUARD.NS,2.13,3.54,87.74,SMA,50/100,2.225906735751315,3.336476882800574,1.0,-1.0879499053537478,-1.2722005290338845,1
DBREALTY.NS,2.91,15.67,68.85,EMA,50/200,-1.1745868487592404,2.721128292558343,0.5,-2.2871642656239977,-1.7459021541166853,2
VTL.NS,2.24,5.08,85.09,SMA,12/26,20.134782828389497,19.391655293258655,0.6,0.707612012348268,-3.1912494361750143,5
VBL.NS,1.4,10.21,58.95,EMA,10/20,-4.818827605455778,5.909614795709478,0.2,-1.9896114657647608,-6.934588186761792,5
MANYAVAR.NS,1.3,16.22,36.97,EMA,20/50,0.33762626262627826,1.8910221260320061,1.0,-3.4117606439991452,-1.6331041257367507,1
VEDL.NS,3.74,10.04,81.61,SMA,10/20,-4.987247243683257,7.421682452356813,0.4,-0.38498771950842947,-2.9676161594281436,5
VENTIVE.NS,1.91,0.81,97.24,SMA,12/26,-4.386631195149904,6.063523000786998,0.3333333333333333,-0.8998186358802641,-4.3015762420888,6
